stage,textbook_index,exam_tags,level,CEFR,主題,english_word,KK音標,中譯,例句,翻譯,例句2,翻譯2,例句3,翻譯3,例句4,翻譯4,例句5,翻譯5,Year_1,Part_1,Source_1,詞性,詞形變化,片語,同義字,反義字,易混淆字,字首,字尾,字根,意思,例子,videoUrl
國中,,,A1,,1200-連接詞,and,/ænd/,和；而且；然後,"We went to the library,-and-then we studied for our final exams.",我們去了圖書館，然後我們準備期末考。,,,,,,,,,,,,(conj.),,,,,,,,,,,lELiByWuHcY
國中,,,A1,,1200-連接詞,as,/æz/,像，如同,He works as a teacher.,他像老師一樣工作。,,,,,,,,,,,,(prep.),,,,,,,,,,,lELiByWuHcY
國中,,,A1,,1200-連接詞,because,/bɪˋkɔz/,因為,I stayed home because it was raining.,因為下雨，所以我待在家裡。,,,,,,,,,,,,(conj.),,,,,,,,,,,lELiByWuHcY
國中,,,A1,,1200-連接詞,but,/bʌt/,但是,"I wanted to go, but I was too tired.",我本想去，但我太累了。,,,,,,,,,,,,(conj.),,,,,,,,,,,lELiByWuHcY
國中,,,A2,,1200-連接詞,however,/haʊˋɛvɚ/,然而,"However, we still have a lot of work to do.",然而，我們仍然有很多工作要做。,,,,,,,,,,,,(adv.),,,,,,,,,,,lELiByWuHcY
國中,,,A2,,1200-連接詞,if,/ɪf/,假如,"If it rains, we will stay indoors.",如果下雨，我們就待在室內。,,,,,,,,,,,,(conj.),,,,,,,,,,,lELiByWuHcY
國中,,,A1,,1200-連接詞,or,/or/,或者,Would you like tea or coffee?,你想要茶還是咖啡？,,,,,,,,,,,,(conj.),,,,,,,,,,,lELiByWuHcY
國中,,,A2,,1200-連接詞,since,/sɪns/,從…時起,I haven’t seen her since last year.,自從去年我就沒見過她。,,,,,,,,,,,,(prep.),,,,,,,,,,,lELiByWuHcY
國中,,,A1,,1200-連接詞,than,/ðæn/,比…,She is taller than her brother.,她比她哥哥高。,,,,,,,,,,,,(conj.),,,,,,,,,,,lELiByWuHcY
國中,,,A1,,1200-連接詞,that,/ðæt/,那,That book is mine.,那本書是我的。,,,,,,,,,,,,pro(n.),,,,,,,,,,,lELiByWuHcY
國中,,,,,1200-連接詞,though (although),/ðo/,雖然,"Though it was cold, we still went outside.",雖然很冷，我們還是出門了。,,,,,,,,,,,,(conj.),,,,,,,,,,,lELiByWuHcY
國中,,,B1,,1200-其他名詞-1,action,/ˋækʃən/,活動,The government took action to improve education.,政府採取行動改善教育。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,A1,,1200-其他名詞-1,age,/edʒ/,年齡,What is your age?,你幾歲了？,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,,,1200-其他名詞-1,American,[ə`mɛrɪkən],美國、美國人,That man is an American from New York.,那位男士是來自紐約的美國人。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,A1,,1200-其他名詞-1,band,/bænd/,樂團,The band played some popular songs.,樂隊演奏了一些流行歌曲。,,,,,,,,,,,,(n.),n.複數：bands,,,,,,,,,,DHjD-7Se-yM
國中,,,B1,,1200-其他名詞-1,bell,/bɛl/,鈴,The bell rang at the end of the class.,下課時鈴響了。,,,,,,,,,,,,(n.),n.複數：bells,,,,,,,,,,DHjD-7Se-yM
國中,,,A1,,1200-其他名詞-1,birthday,/ˋbɝθ͵de/,生日,Today is my birthday!,今天是我的生日！,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,B1,,1200-其他名詞-1,blank,/blæŋk/,,There is a blank on the form for your phone number.,表格上有一個空格是填電話號碼的。,,,,,,,,,,,,(n.)空白,,,,,,,,,,,DHjD-7Se-yM
國中,,,A1,,1200-其他名詞-1,bottom,/ˋbɑtəm/,底部,There is a hole at the bottom of the cup.,杯子底部有一個洞。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,A1,,1200-其他名詞-1,box,/bɑks/,箱子,The gift came in a small box.,禮物裝在一個小盒子裡。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,A1,,1200-其他名詞-1,can,/kæn/,罐頭,I bought a can of soup for lunch.,我買了一罐湯當午餐。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,A2,,1200-其他名詞-1,case,/kes/,例子,This is a classic case of miscommunication.,這是典型的溝通失誤的例子。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,A2,,1200-其他名詞-1,castle,/ˋkæs!/,城堡,The castle was built hundreds of years ago.,這座城堡建於幾百年前。,,,,,,,,,,,,(n.),n.複數：castles,,,,,,,,,,DHjD-7Se-yM
國中,,,A1,,1200-其他名詞-1,cellphone,[`sɛlfon],手機,Please turn off your cellphone in class.,上課時請關掉你的手機。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,,,1200-其他名詞-1,center,/ˋsɛntɚ/,中央,The shopping mall is in the center of the city.,購物中心位於城市的中心。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,B1,,1200-其他名詞-1,chance,/tʃæns/,機會,You have a good chance to win the game.,你有很好的機會贏得比賽。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,B2,,1200-其他名詞-1,cheer,/tʃɪr/,歡樂、愉快,The children’s laughter filled the room with cheer.,孩子們的笑聲讓整個房間充滿歡樂。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,B1,,1200-其他名詞-1,choice,/tʃɔɪs/,選擇,You have a choice between tea-and-coffee.,你可以選擇茶或咖啡。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,A2,,1200-其他名詞-1,club,/klʌb/,俱樂部,He joined a book club last month.,他上個月加入了一個讀書俱樂部。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,A2,,1200-其他名詞-1,corner,/ˋkɔrnɚ/,角落,The cat is sitting in the corner of the room.,貓坐在房間的角落裡。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,A2,,1200-其他名詞-1,dream,/drim/,夢,"Last night, I had a strange dream.",昨晚我做了一個奇怪的夢。,,,,,,,,,,,,(n.),,,,,,,,,,,DHjD-7Se-yM
國中,,,A1,,1200-其他名詞-2,e-mail,/ˋimel/,,I sent him an email about the meeting.,我發了一封關於會議的電子郵件給他。,,,,,,,,,,,,(n.)電子郵件,,,,,,,,,,,XG6J48UOqIU
國中,,,B2,,1200-其他名詞-2,error,/ˋɛrɚ/,錯誤,The computer made an error while processing data.,電腦在處理數據時出現了錯誤。,,,,,,,,,,,,(n.),n.複數：errors,,,,,,,,,,XG6J48UOqIU
國中,,,,,1200-其他名詞-2,eve,/iv/,前夕,Christmas Eve is the night before Christmas.,聖誕夜是聖誕節前一天晚上。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,A1,,1200-其他名詞-2,excuse,/ɪkˋskjuz/,藉口,He made an excuse for being late.,他為遲到找了一個藉口。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,B1,,1200-其他名詞-2,experience,/ɪkˋspɪrɪəns/,經驗,Traveling gives you valuable life experiences.,旅行給你寶貴的人生經驗。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,A2,,1200-其他名詞-2,fact,/fækt/,事實,It’s a fact that the earth revolves around the sun.,地球繞著太陽轉是一個事實。,,,,,,,,,,,,(n.),n.複數：facts,,,,,,,,,,XG6J48UOqIU
國中,,,A2,,1200-其他名詞-2,file,[faɪl],檔案,Please save the file before you close it.,關閉前請先儲存檔案。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,A2,,1200-其他名詞-2,fire,/faɪr/,火,Be careful with fire when camping.,露營時要小心火源。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,B1,,1200-其他名詞-2,foreigner,/ˋfɔrɪnɚ/,外國人,The foreigner couldn’t speak the local language.,這位外國人不會說當地語言。,,,,,,,,,,,,(n.),n.複數：foreigners,,,,,,,,,,XG6J48UOqIU
國中,,,A1,,1200-其他名詞-2,fun,/fʌn/,趣味,We had a lot of fun at the party.,我們在派對上玩得很開心。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,A1,,1200-其他名詞-2,flower,/ˋflaʊɚ/,康乃馨（母親節的花）,I gave mom flowers on Mother's Day.,我在母親節送媽媽花。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,B1,,1200-其他名詞-2,garbage,/ˋgɑrbɪdʒ/,垃圾,Please take out the garbage.,請把垃圾拿出去。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,A2,,1200-其他名詞-2,gas,/gæs/,瓦斯,The stove runs on gas.,爐灶使用瓦斯運行。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,B1,,1200-其他名詞-2,ghost,/gost/,鬼,The children were scared by the ghost story.,孩子們被鬼故事嚇到了。,,,,,,,,,,,,(n.),n.複數：ghosts,,,,,,,,,,XG6J48UOqIU
國中,,,A2,,1200-其他名詞-2,gift,/gɪft/,禮物,She received a beautiful gift for her birthday.,她生日時收到了一份美麗的禮物。,,,,,,,,,,,,(n.),n.複數：gifts,,,,,,,,,,XG6J48UOqIU
國中,,,A2,,1200-其他名詞-2,god,/gɑd/,上帝,People pray to God for guidance.,人們祈禱上帝指引方向。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,A1,,1200-其他名詞-2,grass,/græs/,草,The cows grazed on the green grass.,牛群在綠草地上吃草。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,B1,,1200-其他名詞-2,ground,/graʊnd/,土地,The children played on the ground.,孩子們在地上玩耍。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,A1,,1200-其他名詞-2,group,/grup/,群，組,The students formed a study group.,學生們組成了一個學習小組。,,,,,,,,,,,,(n.),,,,,,,,,,,XG6J48UOqIU
國中,,,B1,,1200-其他名詞-2,habit,/ˋhæbɪt/,習慣,Brushing your teeth every day is a good habit.,每天刷牙是一個好習慣。,,,,,,,,,,,,(n.),n.複數：habits,,,,,,,,,,XG6J48UOqIU
國中,,,A2,,1200-其他名詞-3,heat,/hit/,熱,The heat of the sun made us sweat.,太陽的熱量讓我們流汗。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,A2,,1200-其他名詞-3,honey,/ˋhʌnɪ/,蜂蜜,She put honey on her toast.,她在吐司上抹了蜂蜜。,,,,,,,,,,,,(n.),n.複數：honeys,,,,,,,,,,7sWJf8qxCeE
國中,,,A2,,1200-其他名詞-3,idea,/aɪˋdiə/,想法,I have an idea for our next project.,我對我們的下一個項目有一個想法。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,B1,,1200-其他名詞-3,interest,/ˋɪntərɪst/,興趣,She has a strong interest in art.,她對藝術有濃厚的興趣。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,,,1200-其他名詞-3,Internet (Net),/ˋɪntɚ͵nɛt/,網路,You can find almost anything on the Internet.,你幾乎可以在網路上找到任何東西。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,B1,,1200-其他名詞-3,interview,/ˋɪntɚ͵vju/,訪問,She has an interview for a new job tomorrow.,她明天有一場新工作的面試。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,B1,,1200-其他名詞-3,item,/ˋaɪtəm/,項目,Each item on the list needs to be checked.,清單上的每個項目都需要檢查。,,,,,,,,,,,,(n.),n.複數：items,,,,,,,,,,7sWJf8qxCeE
國中,,,B1,,1200-其他名詞-3,joke,/dʒok/,笑話,He told a funny joke that made everyone laugh.,他講了一個有趣的笑話，讓大家都笑了。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,B2,,1200-其他名詞-3,joy,/dʒɔɪ/,喜悅,The birth of a child brings great joy to the family.,孩子的出生給家庭帶來了巨大的喜悅。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,A1,,1200-其他名詞-3,kind,/kaɪnd/,種類,There are many kinds of fruit in the market.,市場上有許多種水果。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,B1,,1200-其他名詞-3,leader,/ˋlidɚ/,領袖,A good leader inspires others.,一位好的領導者會激勵他人。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,A2,,1200-其他名詞-3,level,/ˋlɛv!/,水準,His English is at an advanced level.,他的英語水平很高。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,A2,,1200-其他名詞-3,mail,/mel/,郵件,I received an important mail today.,我今天收到了一封重要的郵件。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,A2,,1200-其他名詞-3,matter,/ˋmætɚ/,事情,What’s the matter with you?,你怎麼了？,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,A2,,1200-其他名詞-3,meeting,/ˋmitɪŋ/,會議,We have a meeting scheduled for tomorrow morning.,我們明天早上有一個會議安排。,,,,,,,,,,,,(n.),n.複數：meetings,,,,,,,,,,7sWJf8qxCeE
國中,,,A2,,1200-其他名詞-3,member,/ˋmɛmbɚ/,會員,She is a member of the book club.,她是讀書俱樂部的會員。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,,,1200-其他名詞-3,metro,['mɛtro],捷運,We can take the metro to the zoo.,我們可以搭捷運去動物園。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,A2,,1200-其他名詞-3,mind,/maɪnd/,想法、意見,He changed his mind and decided to stay.,他改變主意，決定留下來。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,A2,,1200-其他名詞-3,mistake,/mɪˋstek/,錯誤,Everyone makes mistakes sometimes.,每個人有時都會犯錯。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,B2,,1200-其他名詞-3,mud,/mʌd/,泥濘,The ground was covered with mud after the rain.,雨後地面滿是泥濘。,,,,,,,,,,,,(n.),,,,,,,,,,,7sWJf8qxCeE
國中,,,A2,,1200-其他名詞-4,news,/njuz/,新聞,Did you hear the latest news?,你聽到最新的新聞了嗎？,,,,,,,,,,,,(n.),n.複數：the news,,,,,,,,,,A8NyJcZhDFQ
國中,,,A1,,1200-其他名詞-4,newspaper,/ˋnjuz͵pepɚ/,報紙,I read the newspaper every morning.,我每天早上都讀報紙。,,,,,,,,,,,,(n.),n.複數：newspapers,,,,,,,,,,A8NyJcZhDFQ
國中,,,A1,,1200-其他名詞-4,noise,/nɔɪz/,噪音,The noise from the construction site is loud.,建築工地的噪音很大。,,,,,,,,,,,,(n.),n.複數：noises,,,,,,,,,,A8NyJcZhDFQ
國中,,,A1,,1200-其他名詞-4,note,/not/,便條,She left a note on the table.,她在桌上留了一張便條。,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,A2,,1200-其他名詞-4,order,/ˋɔrdɚ/,命令,The soldier followed the captain’s order.,士兵遵從了上尉的命令。,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,A1,,1200-其他名詞-4,party,/ˋpɑrtɪ/,派對,We’re having a birthday party tonight.,我們今晚有一個生日派對。,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,A1,,1200-其他名詞-4,photo,/ˋfoto/,照片,She took a photo of the sunset.,她拍了一張日落的照片。,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,B1,,1200-其他名詞-4,pin,/pɪn/,別針,She used a pin to hold the papers together.,她用別針把文件夾在一起。,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,B1,,1200-其他名詞-4,pipe,/paɪp/,煙斗,He smoked a pipe after dinner.,他晚餐後抽了煙斗。,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,B1,,1200-其他名詞-4,planet,/ˋplænɪt/,行星,Earth is the third planet from the sun.,地球是距離太陽第三顆行星。,,,,,,,,,,,,(n.),n.複數：planets,,,,,,,,,,A8NyJcZhDFQ
國中,,,A1,,1200-其他名詞-4,player,/ˋpleɚ/,運動員,He is a professional soccer player.,他是職業足球運動員。,,,,,,,,,,,,(n.),n.複數：players,,,,,,,,,,A8NyJcZhDFQ
國中,,,B1,,1200-其他名詞-4,pleasure,[`plɛʒər],樂趣;榮幸,It's a pleasure to meet new friends.,認識新朋友是一件開心的事。,,,,,,,,,,,,(n.),n.複數：pleasures,,,,,,,,,,A8NyJcZhDFQ
國中,,,B1,,1200-其他名詞-4,power,/ˋpaʊɚ/,力量,Knowledge is power.,知識就是力量。,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,A2,,1200-其他名詞-4,prize,/praɪz/,獎,She won first prize in the competition.,她在比賽中獲得了一等獎。,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,A2,,1200-其他名詞-4,program,/ˋprogræm/,節目,What’s your favorite TV program?,你最喜歡的電視節目是什麼？,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,A2,,1200-其他名詞-4,reason,/ˋrizn/,理由,What’s the reason for your decision?,你做這個決定的理由是什麼？,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,A2,,1200-其他名詞-4,report,/rɪˋport/,報告,The teacher asked for a written report.,老師要求一份書面報告。,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,B1,,1200-其他名詞-4,robot,/ˋrobət/,機器人,The factory uses robots to assemble products.,工廠使用機器人來組裝產品。,,,,,,,,,,,,(n.),n.複數：robots,,,,,,,,,,A8NyJcZhDFQ
國中,,,A2,,1200-其他名詞-4,rock,/rɑk/,石塊,He threw a rock into the lake.,他把一塊石頭扔進湖裡。,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,B2,,1200-其他名詞-4,root,/rut/,根,The roots of the tree are deep in the ground.,樹根深埋在地下。,,,,,,,,,,,,(n.),,,,,,,,,,,A8NyJcZhDFQ
國中,,,B2,,1200-其他名詞-5,rope,/rop/,繩子,He tied the package with a rope.,他用繩子捆綁包裹。,,,,,,,,,,,,(n.),,,,,,,,,,,CvS-FciCyx4
國中,,,B1,,1200-其他名詞-5,rose,/roz/,玫瑰,She received a bouquet of roses for her birthday.,她生日時收到了一束玫瑰。,,,,,,,,,,,,(n.),n.複數：roses,,,,,,,,,,CvS-FciCyx4
國中,,,B1,,1200-其他名詞-5,rule,/rul/,規則、原則,You must follow the rules of the game.,你必須遵守遊戲規則。,,,,,,,,,,,,(n.),,,,,,,,,,,CvS-FciCyx4
國中,,,A2,,1200-其他名詞-5,sale,/sel/,出售,There’s a big sale at the mall this weekend.,這週末商場有大減價。,,,,,,,,,,,,(n.),,,,,,,,,,,CvS-FciCyx4
國中,,,A2,,1200-其他名詞-5,screen,/skrin/,螢幕,The movie was shown on a large screen.,電影在大螢幕上放映。,,,,,,,,,,,,(n.),n.複數：screens,,,,,,,,,,CvS-FciCyx4
國中,,,A2,,1200-其他名詞-5,seat,/sit/,座位,Please take your seat before the show starts.,請在演出開始前入座。,,,,,,,,,,,,(n.),,,,,,,,,,,CvS-FciCyx4
國中,,,B2,,1200-其他名詞-5,seed,/sid/,種子,She planted a seed in the garden.,她在花園裡種下了一顆種子。,,,,,,,,,,,,(n.),n.複數：seeds,,,,,,,,,,CvS-FciCyx4
國中,,,A1,,1200-其他名詞-5,sentence,/ˋsɛntəns/,句子,Write a complete sentence for each question.,每個問題寫一個完整的句子。,,,,,,,,,,,,(n.),,,,,,,,,,,CvS-FciCyx4
國中,,,B1,,1200-其他名詞-5,service,/ˋsɝvɪs/,服務,The hotel provides excellent customer service.,這家酒店提供優質的顧客服務。,,,,,,,,,,,,(n.),n.複數：services,,,,,,,,,,CvS-FciCyx4
國中,,,A2,,1200-其他名詞-5,set,/sɛt/,一套，一組,She bought a new set of dishes.,她買了一套新餐具。,,,,,,,,,,,,(n.),,,,,,,,,,,CvS-FciCyx4
國中,,,A2,,1200-其他名詞-5,side,/saɪd/,面,The cat is sitting on the side of the road.,貓坐在路邊。,,,,,,,,,,,,(n.),,,,,,,,,,,CvS-FciCyx4
國中,,,B1,,1200-其他名詞-5,sight,/saɪt/,視力,Her sight improved after wearing glasses.,她戴眼鏡後視力改善了。,,,,,,,,,,,,(n.),,,,,,,,,,,CvS-FciCyx4
國中,,,B1,,1200-其他名詞-5,smile,/smaɪl/,微笑,His smile made me feel better.,他的笑容讓我覺得好多了。,,,,,,,,,,,,(n.),v.過去式：smiled；過去分詞：smiled；現在分詞：smiling | n.複數：smiles,,,,,,,,,,CvS-FciCyx4
國中,,,A2,,1200-其他名詞-5,space,/spes/,空間,There’s not enough space in the room.,房間裡空間不夠。,,,,,,,,,,,,(n.),,,,,,,,,,,CvS-FciCyx4
國中,,,A2,,1200-其他名詞-5,story,/ˋstorɪ/,故事,She told me a funny story.,她告訴我一個有趣的故事。,,,,,,,,,,,,(n.),n.複數：stories,,,,,,,,,,CvS-FciCyx4
國中,,,B2,,1200-其他名詞-5,string,[strɪŋ],串；線,He tied the package with a piece of string.,他用一條細繩綁住了包裹。,,,,,,,,,,,,(n.),n.複數：strings,,,,,,,,,,CvS-FciCyx4
國中,,,A1,,1200-其他名詞-5,subject,/ˋsʌbdʒɪkt/,科目,Math is my favorite subject.,數學是我最喜歡的科目。,,,,,,,,,,,,(n.),n.複數：subjects,,,,,,,,,,CvS-FciCyx4
國中,,,B2,,1200-其他名詞-5,swing,/swɪŋ/,鞦韆,My little sister loves playing on the swing in the park every afternoon.,我妹妹每天下午都喜歡在公園的鞦韆上玩。,,,,,,,,,,,,(n.),,,,,,,,,,,CvS-FciCyx4
國中,,,A1,,1200-其他名詞-5,thing,/θɪŋ/,事情,What’s the most important thing in life?,人生中最重要的事情是什麼？,,,,,,,,,,,,(n.),,,,,,,,,,,CvS-FciCyx4
國中,,,A1,,1200-其他名詞-5,ticket,/ˋtɪkɪt/,票,I bought a ticket for the concert.,我買了一張音樂會的票。,,,,,,,,,,,,(n.),n.複數：tickets,,,,,,,,,,CvS-FciCyx4
國中,,,B1,,1200-其他名詞-6,tip,/tɪp/,祕訣,Here’s a tip for cooking pasta: add salt to the water.,這是煮義大利麵的小技巧：在水裡加鹽。,,,,,,,,,,,,(n.),,,,,,,,,,,FIJn23B13Fo
國中,,,,,1200-其他名詞-6,tool,/tul/,工具,He used a hammer as a tool to fix the shelf.,他用錘子作為工具修理架子。,,,,,,,,,,,,(n.),n.複數：tools,,,,,,,,,,FIJn23B13Fo
國中,,,B1,,1200-其他名詞-6,topic,/ˋtɑpɪk/,主題,The topic of the discussion was climate change.,討論的主題是氣候變化。,,,,,,,,,,,,(n.),n.複數：topics,,,,,,,,,,FIJn23B13Fo
國中,,,B1,,1200-其他名詞-6,trash,/træʃ/,垃圾,Please take out the trash.,請把垃圾拿出去。,,,,,,,,,,,,(n.),,,,,,,,,,,FIJn23B13Fo
國中,,,B2,,1200-其他名詞-6,treat,/trit/,享受、款待,This chocolate cake is a real treat!,這個巧克力蛋糕真是一大享受！,,,,,,,,,,,,(n.),,,,,,,,,,,FIJn23B13Fo
國中,,,A1,,1200-其他名詞-6,tree,/tri/,樹,The tree provides shade in the summer.,這棵樹在夏天提供陰涼。,,,,,,,,,,,,(n.),,,,,,,,,,,FIJn23B13Fo
國中,,,B1,,1200-其他名詞-6,trick,/trɪk/,惡作劇,He played a trick on his friend.,他對朋友開了個玩笑。,,,,,,,,,,,,(n.),,,,,,,,,,,FIJn23B13Fo
國中,,,B1,,1200-其他名詞-6,trouble,/ˋtrʌb!/,麻煩,Don’t get into trouble at school.,不要在學校惹麻煩。,,,,,,,,,,,,(n.),,,,,,,,,,,FIJn23B13Fo
國中,,,B1,,1200-其他名詞-6,voice,/vɔɪs/,聲音,Her voice is soft-and-gentle.,她的聲音柔和溫柔。,,,,,,,,,,,,(n.),,,,,,,,,,,FIJn23B13Fo
國中,,,A2,,1200-其他名詞-6,way,/we/,方式,There are many ways to solve this problem.,有很多方法可以解決這個問題。,,,,,,,,,,,,(n.),n.複數：ways,,,,,,,,,,FIJn23B13Fo
國中,,,A1,,1200-其他名詞-6,word,/wɝd/,字,Can you spell this word correctly?,你能正確拼寫這個字嗎？,,,,,,,,,,,,(n.),n.複數：words,,,,,,,,,,FIJn23B13Fo
國中,,,A1,,1200-其他動詞-1,feel,/fil/,感覺,I feel happy today.,我今天感覺很快樂。,,,,,,,,,,,,(v.),,,,,,,,,,,vpvzc_8vNoM
國中,,,A1,,1200-其他動詞-1,hear,/hɪr/,聽,Did you hear that noise?,你聽到那個聲音了嗎？,,,,,,,,,,,,(v.),,,,,,,,,,,vpvzc_8vNoM
國中,,,A1,,1200-其他動詞-1,listen,/ˋlɪsn/,聽,Listen carefully to the teacher’s instructions.,認真聽老師的指示。,,,,,,,,,,,,(v.),v.過去式：listened；過去分詞：listened；現在分詞：listening,,,,,,,,,,vpvzc_8vNoM
國中,,,A1,,1200-其他動詞-1,look,/lʊk/,看,Look at the beautiful sunset!,看那美麗的日落！,,,,,,,,,,,,(v.),,,,,,,,,,,vpvzc_8vNoM
國中,,,A1,,1200-其他動詞-1,see,/si/,看見,I can see the mountains from my window.,我能從我的窗戶看到山脈。,,,,,,,,,,,,(v.),v.過去式：saw；過去分詞：seen；現在分詞：seeing,,,,sea (海),,,,,,vpvzc_8vNoM
國中,,,B1,,1200-其他動詞-1,smell,/smɛl/,聞,I can smell something burning in the kitchen.,我聞到廚房裡有東西燒焦的味道。,,,,,,,,,,,,(v.),,,,,,,,,,,vpvzc_8vNoM
國中,,,A2,,1200-其他動詞-1,sound,/saʊnd/,嚐,That sounds like a great idea!,這聽起來是個好主意！,,,,,,,,,,,,(v.),,,,,,,,,,,vpvzc_8vNoM
國中,,,B1,,1200-其他動詞-1,taste,/test/,味道,This pear tastes sweet.,這梨子味道很甜。,,,,,,,,,,,,(v.),,,,,,,,,,,vpvzc_8vNoM
國中,,,A1,,1200-其他動詞-1,watch,/wɑtʃ/,觀看,The children watched their favorite cartoon.,孩子們觀看了他們最喜歡的卡通。,,,,,,,,,,,,(v.),,,,,,,,,,,vpvzc_8vNoM
國中,,,A1,,1200-其他動詞-1,check,/tʃɛk/,檢查,Please check your answers before submitting.,提交前請檢查您的答案。,,,,,,,,,,,,(v.),,,,,,,,,,,vpvzc_8vNoM
國中,,,A1,,1200-其他動詞-1,end,/ɛnd/,結束,The movie ended with a surprising twist.,這部電影以驚人的轉折結束。,,,,,,,,,,,,(v.),,,,,,,,,,,vpvzc_8vNoM
國中,,,A1,,1200-其他動詞-1,finish,/ˋfɪnɪʃ/,結束,We need to finish the work before noon.,我們需要在中午前完成工作。,,,,,,,,,,,,(v.),,,,,,,,,,,vpvzc_8vNoM
國中,,,A2,,1200-其他動詞-1,believe,/bɪˋliv/,相信,I believe you will succeed.,我相信你會成功。,,,,,,,,,,,,(v.),v.過去式：believed；過去分詞：believed；現在分詞：believing,,,,,,,,,,vpvzc_8vNoM
